direct,low,high,all
en-x,23.73,32.20,26.19
x-en,30.79,40.60,33.64
zh-x,15.53,18.97,16.57
x-zh,14.97,19.36,16.29
de-x,20.21,27.89,22.44
x-de,21.58,28.28,23.53
ar-x,18.22,23.41,19.79
x-ar,16.29,19.39,17.23
ne-x,18.82,22.61,19.97
x-ne,17.00,19.85,17.86
az-x,15.50,18.74,16.48
x-az,13.40,15.54,14.05
ceb-x,18.29,24.03,20.03
x-ceb,21.30,24.74,22.34
