direct,low,high,all
en-x,1.57,12.25,4.21
x-en,6.10,29.11,11.80
zh-x,0.48,2.14,0.91
x-zh,0.46,0.84,0.55
de-x,0.90,5.90,2.14
x-de,1.60,8.16,3.22
ar-x,0.17,1.60,0.54
x-ar,0.17,0.50,0.25
ne-x,0.34,0.54,0.39
x-ne,0.41,0.47,0.42
az-x,0.55,1.04,0.68
x-az,0.51,0.81,0.59
ceb-x,1.25,2.18,1.49
x-ceb,1.08,1.39,1.16
