direct,low,high,all
en-x,2.90,14.28,5.72
x-en,4.49,17.65,7.75
zh-x,0.75,3.35,1.42
x-zh,0.56,3.04,1.20
de-x,1.89,8.74,3.59
x-de,1.64,9.92,3.69
ar-x,0.32,3.09,1.04
x-ar,0.46,5.13,1.67
ne-x,0.41,0.54,0.45
x-ne,0.34,0.41,0.36
az-x,0.38,1.14,0.57
x-az,0.34,0.73,0.44
ceb-x,0.57,1.36,0.77
x-ceb,0.74,1.59,0.96
