direct,low,high,all
en-x,73.52,86.22,76.66
x-en,78.45,86.94,80.55
zh-x,70.12,83.40,73.54
x-zh,73.44,81.54,75.52
de-x,70.11,85.09,73.82
x-de,71.94,82.14,74.47
ar-x,68.71,81.48,72.00
x-ar,73.46,81.00,75.40
ne-x,71.47,83.78,74.64
x-ne,65.34,73.16,67.36
az-x,67.57,80.53,70.91
x-az,69.71,78.74,72.03
ceb-x,66.14,75.97,68.67
x-ceb,64.46,66.76,65.05
ja-x,69.41,83.19,72.96
x-ja,74.83,83.53,77.07
