direct,low,high,all
en-x,41.12,62.79,47.42
x-en,67.12,77.87,70.24
zh-x,42.29,55.88,46.40
x-zh,41.18,49.25,43.62
de-x,39.69,52.93,43.54
x-de,48.31,56.46,50.68
ar-x,38.05,45.58,40.33
x-ar,34.17,36.95,35.01
ne-x,42.64,52.10,45.50
x-ne,34.16,35.31,34.51
az-x,42.07,48.14,43.90
x-az,37.88,38.51,38.07
ceb-x,33.27,45.22,36.88
x-ceb,38.28,37.86,38.16
