direct,low,high,all
en-x,3.83,26.48,9.44
x-en,9.72,36.89,16.44
zh-x,1.65,10.03,3.80
x-zh,2.64,9.73,4.46
de-x,2.70,19.32,6.82
x-de,5.16,20.70,9.01
ar-x,0.93,8.35,2.84
x-ar,1.21,4.97,2.18
ne-x,0.84,2.68,1.31
x-ne,0.92,1.36,1.03
az-x,0.85,2.84,1.36
x-az,0.50,1.03,0.63
ceb-x,1.66,5.67,2.69
x-ceb,1.34,2.88,1.73
ja-x,1.59,10.18,3.81
x-ja,1.82,6.61,3.05
