direct,af,am,ar,as,ast,az,be,bg,bn,bs,ca,ceb,cs,cy,da,de,el,en,es,et,fa,ff,fi,fr,ga,gl,gu,ha,he,hi,hr,hu,hy,id,ig,is,it,ja,jv,ka,kam,kea,kk,km,kn,ko,ku,ky,lb,lg,ln,lo,lt,luo,lv,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ns,ny,oc,om,or,pa,pl,ps,pt,ro,ru,sd,sk,sl,sn,so,sr,sv,sw,ta,te,tg,th,tl,tr,uk,umb,ur,uz,vi,wo,xh,yo,zh,zhtrad,zu
ja-x,0.80,0.10,0.13,0.10,0.90,0.30,0.13,0.15,0.07,0.52,1.43,0.88,0.69,0.74,0.95,1.80,0.19,7.88,1.90,0.52,0.16,0.69,0.46,3.57,0.71,1.03,0.12,0.65,0.18,0.14,0.54,0.60,0.09,0.87,0.68,0.56,1.87,/,0.58,0.16,0.74,0.70,0.21,0.42,0.15,1.18,0.09,0.14,0.65,0.77,0.66,0.66,0.35,0.81,0.27,0.92,0.17,0.12,0.10,0.10,0.77,0.82,0.16,0.24,1.42,0.90,0.89,0.73,0.87,0.23,0.11,0.14,0.57,0.23,1.35,0.78,0.34,0.13,0.48,0.55,0.76,0.64,0.11,1.03,0.52,0.13,0.25,0.17,0.20,0.98,0.56,0.15,0.46,0.09,0.40,0.72,0.68,0.56,0.63,2.58,1.38,0.44
x-ja,4.18,0.08,0.27,0.20,4.03,1.26,0.92,3.69,0.33,3.68,5.59,2.17,4.94,0.93,6.02,7.83,0.33,12.17,5.19,1.90,0.43,1.08,3.50,6.92,1.08,4.54,0.11,0.99,0.13,0.41,3.84,4.05,0.28,5.24,0.94,1.33,6.31,/,1.33,0.28,1.08,2.35,1.14,0.38,0.19,2.56,0.12,0.92,2.06,1.03,1.18,0.25,1.40,1.07,1.29,1.02,2.75,0.12,0.86,0.21,4.10,1.80,0.26,0.27,5.57,5.58,1.07,1.10,4.15,0.52,0.07,0.03,4.74,0.23,6.02,5.29,4.74,0.11,3.35,3.33,0.98,1.00,3.52,6.19,1.24,0.19,0.56,0.65,0.34,2.98,2.58,4.25,0.85,0.21,1.01,3.22,1.01,1.07,0.99,2.49,2.32,0.79
