direct,low,high,all
en-x,5.56,30.98,11.85
x-en,12.96,40.13,19.69
zh-x,2.90,15.91,6.25
x-zh,5.94,17.03,8.80
de-x,4.33,24.92,9.42
x-de,8.26,25.67,12.57
ar-x,2.06,14.38,5.23
x-ar,2.87,9.13,4.48
ne-x,1.88,6.68,3.11
x-ne,1.76,3.33,2.16
az-x,1.64,5.92,2.74
x-az,0.65,1.49,0.87
ceb-x,2.78,11.24,4.96
x-ceb,1.87,4.34,2.51
