direct,low,high,all
en-x,74.11,86.84,77.26
x-en,78.42,87.72,80.72
zh-x,72.09,84.50,75.29
x-zh,75.09,83.92,77.37
de-x,72.82,86.35,76.17
x-de,76.53,84.53,78.51
ar-x,71.73,83.72,74.82
x-ar,76.43,82.13,77.90
ne-x,74.84,86.27,77.78
x-ne,67.91,74.81,69.69
az-x,72.25,84.31,75.36
x-az,77.10,83.33,78.70
ceb-x,69.67,78.32,71.90
x-ceb,67.54,68.39,67.76
