direct,af,am,ar,as,ast,az,be,bg,bn,bs,ca,ceb,cs,cy,da,de,el,en,es,et,fa,ff,fi,fr,ga,gl,gu,ha,he,hi,hr,hu,hy,id,ig,is,it,ja,jv,ka,kam,kea,kk,km,kn,ko,ku,ky,lb,lg,ln,lo,lt,luo,lv,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ns,ny,oc,om,or,pa,pl,ps,pt,ro,ru,sd,sk,sl,sn,so,sr,sv,sw,ta,te,tg,th,tl,tr,uk,umb,ur,uz,vi,wo,xh,yo,zh,zhtrad,zu
zh-x,1.59,0.15,0.45,0.10,4.77,0.58,0.62,1.43,0.13,2.05,13.50,1.57,1.28,0.82,4.16,11.26,0.39,30.69,15.14,0.78,0.69,0.82,1.38,19.28,1.36,3.33,0.14,0.83,0.33,0.26,1.94,1.87,0.14,5.18,0.88,0.61,10.52,6.81,1.90,0.22,0.81,1.56,0.32,0.56,0.15,1.63,0.16,0.28,1.38,0.88,0.92,0.67,0.58,0.61,0.46,0.95,0.70,0.06,0.16,0.19,3.10,1.22,0.07,0.45,3.97,3.40,1.10,0.74,3.01,0.32,0.17,0.12,3.20,0.42,12.98,2.95,3.42,0.17,1.24,1.11,1.17,0.90,0.35,2.22,0.58,0.16,0.25,0.25,0.42,1.36,1.16,1.56,0.72,0.13,0.45,7.19,0.89,0.74,0.58,/,5.11,0.73
x-zh,9.62,0.27,4.92,0.22,12.29,2.06,1.60,11.37,0.31,12.54,19.20,4.57,14.10,2.10,16.13,19.69,2.62,29.94,14.22,3.55,2.58,1.12,14.32,21.52,1.94,15.31,0.20,1.39,0.61,1.27,12.95,13.20,0.41,16.88,1.19,2.73,18.97,13.13,1.78,0.38,1.70,5.27,1.66,0.99,0.36,11.47,0.26,1.30,4.67,1.10,1.61,1.96,2.32,1.22,2.37,1.18,8.28,0.09,1.11,0.43,10.48,2.94,0.19,0.63,14.40,13.00,1.56,1.81,7.88,0.58,0.33,0.37,13.21,0.73,17.19,17.41,19.23,0.45,11.17,12.42,1.12,1.34,10.28,18.80,1.54,0.30,0.65,0.91,1.39,6.88,5.90,10.44,0.77,0.62,1.49,13.74,1.38,1.46,1.27,/,21.72,1.02
