direct,low,high,all
en-x,65.39,85.50,71.24
x-en,77.34,86.11,79.89
zh-x,61.09,82.30,67.50
x-zh,72.92,82.20,75.72
de-x,61.35,83.35,67.75
x-de,71.16,81.29,74.11
ar-x,59.96,80.53,66.18
x-ar,66.27,74.21,68.67
ne-x,59.19,78.85,65.13
x-ne,46.55,52.84,48.45
az-x,57.05,77.23,63.15
x-az,57.33,68.63,60.75
ceb-x,52.06,69.02,57.19
x-ceb,52.06,56.61,53.44
