direct,low,high,all
en-x,62.21,85.50,67.97
x-en,74.58,86.11,77.43
zh-x,58.53,82.30,64.65
x-zh,70.57,82.20,73.56
de-x,58.53,83.35,64.67
x-de,68.40,81.29,71.59
ar-x,57.53,80.53,63.45
x-ar,63.81,74.21,66.49
ne-x,57.44,78.85,62.95
x-ne,44.39,52.84,46.56
az-x,54.84,77.23,60.61
x-az,54.72,68.63,58.30
ceb-x,50.49,69.02,55.26
x-ceb,51.32,56.61,52.68
