direct,low,high,all
en-x,12.30,32.23,17.23
x-en,22.36,39.28,26.55
zh-x,7.55,17.62,10.14
x-zh,11.27,18.64,13.17
de-x,9.74,25.42,13.62
x-de,14.00,25.38,16.82
ar-x,7.97,20.77,11.27
x-ar,8.56,14.92,10.20
ne-x,5.86,14.01,7.96
x-ne,3.34,5.24,3.83
az-x,5.05,12.55,6.98
x-az,3.90,7.41,4.81
ceb-x,6.08,15.56,8.52
x-ceb,3.25,6.87,4.18
