direct,low,high,all
en-x,13.71,32.23,19.09
x-en,24.13,39.28,28.53
zh-x,8.21,17.62,11.06
x-zh,12.01,18.64,14.02
de-x,10.89,25.42,15.11
x-de,15.11,25.38,18.10
ar-x,8.95,20.77,12.52
x-ar,9.25,14.92,10.96
ne-x,6.59,14.01,8.84
x-ne,3.60,5.24,4.09
az-x,5.68,12.55,7.76
x-az,4.28,7.41,5.23
ceb-x,6.69,15.56,9.37
x-ceb,3.42,6.87,4.46
