direct,low,high,all
en-x,44.23,82.81,55.45
x-en,61.42,85.18,68.33
zh-x,45.03,72.99,53.49
x-zh,51.90,73.74,58.50
de-x,43.87,78.51,53.94
x-de,52.12,76.86,59.31
ar-x,41.33,64.47,48.33
x-ar,41.24,56.35,45.81
ne-x,44.08,53.18,46.83
x-ne,35.05,37.90,35.91
az-x,46.62,58.53,50.22
x-az,40.82,45.31,42.18
ceb-x,37.38,51.36,41.60
x-ceb,44.87,48.77,46.05
ja-x,44.57,75.25,53.85
x-ja,48.18,67.16,53.92
