direct,low,high,all
en-x,1.77,10.12,3.84
x-en,16.08,31.13,19.81
zh-x,2.52,6.34,3.50
x-zh,1.33,1.48,1.37
de-x,1.73,7.95,3.27
x-de,5.47,10.08,6.61
ar-x,1.77,4.05,2.36
x-ar,0.42,0.69,0.49
ne-x,1.72,5.33,2.65
x-ne,0.51,0.56,0.52
az-x,1.45,3.04,1.86
x-az,0.73,0.93,0.79
ceb-x,1.20,6.00,2.43
x-ceb,1.18,2.08,1.41
