direct,low,high,all
en-x,7.23,25.90,12.65
x-en,15.82,39.37,22.66
zh-x,4.57,16.04,8.04
x-zh,8.95,20.09,12.32
de-x,5.96,21.66,10.52
x-de,10.86,26.92,15.53
ar-x,4.78,18.98,9.07
x-ar,8.96,22.55,13.06
ne-x,2.50,7.18,3.91
x-ne,2.25,4.40,2.90
az-x,2.38,6.56,3.64
x-az,0.98,1.92,1.27
ceb-x,3.06,8.42,4.68
x-ceb,1.93,3.42,2.38
