direct,low,high,all
en-x,49.51,85.57,59.99
x-en,65.09,86.31,71.26
zh-x,46.00,80.77,56.51
x-zh,60.07,81.64,66.59
de-x,46.97,83.47,57.58
x-de,58.94,81.08,65.37
ar-x,43.56,74.66,52.97
x-ar,48.23,68.14,54.25
ne-x,46.51,66.68,52.61
x-ne,37.26,45.98,39.89
az-x,46.89,65.63,52.56
x-az,40.23,47.36,42.38
ceb-x,42.73,63.74,49.08
x-ceb,47.38,52.97,49.07
