direct,low,high,all
en-x,72.14,85.80,75.52
x-en,79.45,86.85,81.28
zh-x,69.37,84.10,73.16
x-zh,76.42,83.87,78.34
de-x,69.70,84.91,73.47
x-de,74.04,82.88,76.23
ar-x,68.66,82.76,72.29
x-ar,74.16,80.70,75.84
ne-x,71.77,84.82,75.13
x-ne,63.84,71.58,65.83
az-x,68.40,82.63,72.06
x-az,68.15,77.69,70.61
ceb-x,66.04,77.07,68.88
x-ceb,62.60,65.51,63.35
