direct,low,high,all
en-x,37.86,62.48,43.95
x-en,47.57,79.44,55.46
zh-x,41.21,54.46,44.62
x-zh,39.17,55.96,43.50
de-x,40.73,59.06,45.26
x-de,37.02,61.59,43.10
ar-x,37.64,44.61,39.43
x-ar,36.65,46.29,39.13
ne-x,37.95,39.01,38.22
x-ne,33.42,37.25,34.41
az-x,46.02,51.49,47.43
x-az,41.65,50.71,43.98
ceb-x,33.23,34.26,33.50
x-ceb,41.86,40.98,41.64
