direct,low,high,all
en-x,39.54,62.48,46.21
x-en,49.75,79.44,58.38
zh-x,42.43,54.46,46.07
x-zh,40.80,55.96,45.38
de-x,42.55,59.06,47.35
x-de,39.24,61.59,45.74
ar-x,38.95,44.61,40.66
x-ar,38.57,46.29,40.90
ne-x,39.11,39.01,39.08
x-ne,35.04,37.25,35.71
az-x,47.96,51.49,49.03
x-az,43.99,50.71,46.02
ceb-x,32.69,34.26,33.17
x-ceb,42.05,40.98,41.73
