direct,low,high,all
en-x,20.53,33.68,24.35
x-en,30.70,40.77,33.63
zh-x,13.11,20.15,15.24
x-zh,15.82,20.72,17.30
de-x,17.22,27.93,20.33
x-de,19.61,27.45,21.89
ar-x,14.90,23.77,17.58
x-ar,14.90,19.42,16.27
ne-x,14.41,20.83,16.35
x-ne,13.83,17.70,15.00
az-x,11.67,16.89,13.25
x-az,8.73,12.85,9.98
ceb-x,14.40,22.71,16.91
x-ceb,11.42,18.29,13.50
