direct,low,high,all
en-x,29.97,36.66,31.91
x-en,37.72,41.42,38.79
zh-x,34.17,37.85,35.28
x-zh,37.36,38.37,37.66
de-x,30.45,35.04,31.78
x-de,31.76,33.79,32.35
ar-x,31.98,34.24,32.66
x-ar,34.98,32.78,34.31
ne-x,35.68,34.88,35.44
x-ne,31.92,27.19,30.49
az-x,36.28,37.24,36.57
x-az,34.20,32.67,33.74
ceb-x,30.49,30.31,30.44
x-ceb,37.88,35.56,37.18
